Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","03/12/2023 02:29"
"Last updated:","03/12/2023 02:29"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:",Solutions
"Data table contains the following:",Solutions
"Content type","Total flow figures"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=56trCL
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Solution types included","RET,RDP,RST,NAT"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Returned refugees","Returned IDPss","Resettlement arrivals",Naturalisation
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,165,-,-
2019,"South Sudan",SSD,"South Sudan",SSD,-,276463,-,-
2019,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",SYR,-,477360,-,-
2019,Yemen,YEM,Yemen,YEM,-,69174,-,-
2020,Afghanistan,AFG,Azerbaijan,AZE,6,-,-,7
2020,Afghanistan,AFG,India,IND,125,-,-,-
2020,Afghanistan,AFG,Indonesia,IDN,53,-,-,-
2020,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,947,-,-,-
2020,Afghanistan,AFG,Kazakhstan,KAZ,10,-,-,-
2020,Afghanistan,AFG,Pakistan,PAK,1125,-,-,-
2020,Afghanistan,AFG,"Russian Federation",RUS,6,-,-,-
2020,Afghanistan,AFG,Tajikistan,TJK,39,-,-,-
2020,Burundi,BDI,"Dem. Rep. of the Congo",COD,1946,-,-,-
2020,Burundi,BDI,Kenya,KEN,60,-,-,-
2020,Burundi,BDI,Rwanda,RWA,7974,-,-,72
2020,Burundi,BDI,"United Rep. of Tanzania",TZA,30636,-,-,-
2020,Burundi,BDI,Uganda,UGA,231,-,-,-
2020,Burundi,BDI,Zambia,ZMB,5,-,-,-
2020,"Central African Rep.",CAF,Benin,BEN,22,-,-,-
2020,"Central African Rep.",CAF,"Burkina Faso",BFA,14,-,-,-
2020,"Central African Rep.",CAF,Cameroon,CMR,2076,-,-,-
2020,"Central African Rep.",CAF,Congo,COG,723,-,-,-
2020,"Central African Rep.",CAF,"Dem. Rep. of the Congo",COD,2064,-,-,-
2020,"Central African Rep.",CAF,"Cote d'Ivoire",CIV,37,-,-,-
2020,"Central African Rep.",CAF,Mali,MLI,32,-,-,-
2020,"Central African Rep.",CAF,Senegal,SEN,5,-,-,-
2020,"Central African Rep.",CAF,Togo,TGO,5,-,-,-
2020,Cameroon,CMR,Nigeria,NGA,18279,-,-,-
2020,Congo,COG,"Dem. Rep. of the Congo",COD,5,-,-,-
2020,"Dem. Rep. of the Congo",COD,Angola,AGO,322,-,-,-
2020,"Dem. Rep. of the Congo",COD,Kenya,KEN,25,-,-,-
2020,"Dem. Rep. of the Congo",COD,"South Africa",ZAF,19,-,-,-
2020,"Dem. Rep. of the Congo",COD,"United Rep. of Tanzania",TZA,5,-,-,-
2020,"Dem. Rep. of the Congo",COD,Zambia,ZMB,19,-,-,-
2020,Cuba,CUB,Suriname,SUR,10,-,-,-
2020,Ethiopia,ETH,India,IND,5,-,-,-
2020,Ethiopia,ETH,Kenya,KEN,79,-,-,-
2020,Ethiopia,ETH,Somalia,SOM,5,-,-,-
2020,Croatia,HRV,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,5,-,-,-
2020,"Cote d'Ivoire",CIV,Ghana,GHA,107,-,-,-
2020,"Cote d'Ivoire",CIV,Guinea,GIN,63,-,-,-
2020,"Cote d'Ivoire",CIV,Liberia,LBR,149,-,-,-
2020,"Cote d'Ivoire",CIV,Togo,TGO,12,-,-,-
2020,"Iran (Islamic Rep. of)",IRN,Indonesia,IDN,5,-,-,-
2020,Iraq,IRQ,Germany,DEU,50,-,32,-
2020,Iraq,IRQ,India,IND,5,-,-,-
2020,Iraq,IRQ,Indonesia,IDN,5,-,-,-
2020,Iraq,IRQ,Jordan,JOR,89,-,-,-
2020,Iraq,IRQ,Malaysia,MYS,6,-,-,-
2020,Iraq,IRQ,Türkiye,TUR,1350,-,-,-
2020,"Sri Lanka",LKA,India,IND,207,-,-,-
2020,"Sri Lanka",LKA,Thailand,THA,5,-,-,-
2020,Mali,MLI,"Burkina Faso",BFA,6038,-,-,-
2020,Mali,MLI,Mauritania,MRT,92,-,-,-
2020,Mali,MLI,Niger,NER,102,-,-,-
2020,Myanmar,MMR,Indonesia,IDN,5,-,-,-
2020,Nigeria,NGA,Chad,TCD,36,-,-,-
2020,Nigeria,NGA,Cameroon,CMR,4469,-,-,-
2020,Nigeria,NGA,Niger,NER,7830,-,-,-
2020,Pakistan,PAK,Indonesia,IDN,9,-,-,-
2020,Pakistan,PAK,Thailand,THA,5,-,-,-
2020,Rwanda,RWA,Congo,COG,14,-,-,-
2020,Rwanda,RWA,"Dem. Rep. of the Congo",COD,922,-,-,-
2020,Somalia,SOM,India,IND,5,-,-,-
2020,Somalia,SOM,Indonesia,IDN,10,-,-,-
2020,Somalia,SOM,Jordan,JOR,5,-,-,-
2020,Somalia,SOM,Kenya,KEN,254,-,-,-
2020,Somalia,SOM,Libya,LBY,75,-,-,-
2020,Somalia,SOM,Pakistan,PAK,5,-,-,-
2020,Somalia,SOM,Uganda,UGA,6,-,-,-
2020,Somalia,SOM,Yemen,YEM,1195,-,-,-
2020,Somalia,SOM,Zambia,ZMB,5,-,-,-
2020,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Montenegro,MNE,19,-,-,-
2020,"South Sudan",SSD,"Central African Rep.",CAF,3000,-,-,-
2020,"South Sudan",SSD,"Dem. Rep. of the Congo",COD,5000,-,-,-
2020,"South Sudan",SSD,Ethiopia,ETH,14500,-,-,-
2020,"South Sudan",SSD,Kenya,KEN,3000,-,-,-
2020,"South Sudan",SSD,Sudan,SDN,22500,-,-,-
2020,"South Sudan",SSD,Uganda,UGA,74000,-,-,-
2020,Sudan,SDN,Indonesia,IDN,5,-,-,-
2020,Sudan,SDN,Kenya,KEN,25,-,-,-
2020,"Syrian Arab Rep.",SYR,Egypt,EGY,105,-,-,-
2020,"Syrian Arab Rep.",SYR,Iraq,IRQ,8508,-,-,-
2020,"Syrian Arab Rep.",SYR,Jordan,JOR,3794,-,-,-
2020,"Syrian Arab Rep.",SYR,Lebanon,LBN,9351,-,-,-
2020,"Syrian Arab Rep.",SYR,Türkiye,TUR,16805,-,-,-
2020,Togo,TGO,Gabon,GAB,5,-,-,-
2020,Zimbabwe,ZWE,Botswana,BWA,280,-,-,-
2020,Afghanistan,AFG,Australia,AUS,-,-,210,-
2020,Afghanistan,AFG,Canada,CAN,-,-,487,172
2020,Afghanistan,AFG,Finland,FIN,-,-,5,-
2020,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,16,-
2020,Afghanistan,AFG,Germany,DEU,-,-,38,-
2020,Afghanistan,AFG,"New Zealand",NZL,-,-,32,-
2020,Afghanistan,AFG,Sweden,SWE,-,-,31,-
2020,Afghanistan,AFG,"United States of America",USA,-,-,332,-
2020,Egypt,EGY,Australia,AUS,-,-,52,-
2020,Egypt,EGY,Canada,CAN,-,-,53,102
2020,Armenia,ARM,"United States of America",USA,-,-,64,-
2020,Burundi,BDI,Australia,AUS,-,-,26,-
2020,Burundi,BDI,Canada,CAN,-,-,67,88
2020,Burundi,BDI,Finland,FIN,-,-,10,-
2020,Burundi,BDI,France,FRA,-,-,7,6
2020,Burundi,BDI,Sweden,SWE,-,-,97,-
2020,Burundi,BDI,"United States of America",USA,-,-,35,-
2020,Bangladesh,BGD,"United States of America",USA,-,-,5,-
2020,Bhutan,BTN,Australia,AUS,-,-,17,-
2020,Bhutan,BTN,"United States of America",USA,-,-,8,-
2020,"Central African Rep.",CAF,Australia,AUS,-,-,34,-
2020,"Central African Rep.",CAF,Canada,CAN,-,-,92,7
2020,"Central African Rep.",CAF,France,FRA,-,-,80,18
2020,"Central African Rep.",CAF,Norway,NOR,-,-,9,-
2020,"Central African Rep.",CAF,"United States of America",USA,-,-,39,-
2020,Chad,TCD,Australia,AUS,-,-,8,-
2020,Cameroon,CMR,Australia,AUS,-,-,7,-
2020,Cameroon,CMR,Germany,DEU,-,-,8,-
2020,Cameroon,CMR,Sweden,SWE,-,-,5,-
2020,"Dem. Rep. of the Congo",COD,Australia,AUS,-,-,133,-
2020,"Dem. Rep. of the Congo",COD,Canada,CAN,-,-,261,153
2020,"Dem. Rep. of the Congo",COD,Finland,FIN,-,-,245,-
2020,"Dem. Rep. of the Congo",COD,France,FRA,-,-,82,185
2020,"Dem. Rep. of the Congo",COD,Germany,DEU,-,-,11,-
2020,"Dem. Rep. of the Congo",COD,Norway,NOR,-,-,277,-
2020,"Dem. Rep. of the Congo",COD,"New Zealand",NZL,-,-,9,-
2020,"Dem. Rep. of the Congo",COD,Sweden,SWE,-,-,770,-
2020,"Dem. Rep. of the Congo",COD,"United States of America",USA,-,-,2364,-
2020,Colombia,COL,Australia,AUS,-,-,7,-
2020,Colombia,COL,Canada,CAN,-,-,52,200
2020,Colombia,COL,"New Zealand",NZL,-,-,36,-
2020,Colombia,COL,"United States of America",USA,-,-,170,-
2020,Cuba,CUB,"United States of America",USA,-,-,6,-
2020,Djibouti,DJI,Germany,DEU,-,-,6,-
2020,Djibouti,DJI,"United States of America",USA,-,-,5,-
2020,Eritrea,ERI,Australia,AUS,-,-,133,-
2020,Eritrea,ERI,Canada,CAN,-,-,1161,62
2020,Eritrea,ERI,Finland,FIN,-,-,36,-
2020,Eritrea,ERI,France,FRA,-,-,14,24
2020,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,27,-
2020,Eritrea,ERI,Italy,ITA,-,-,83,-
2020,Eritrea,ERI,Luxembourg,LUX,-,-,5,-
2020,Eritrea,ERI,"Netherlands (Kingdom of the)",NLD,-,-,15,3140
2020,Eritrea,ERI,Norway,NOR,-,-,112,-
2020,Eritrea,ERI,"New Zealand",NZL,-,-,33,-
2020,Eritrea,ERI,Spain,ESP,-,-,5,-
2020,Eritrea,ERI,Sweden,SWE,-,-,840,-
2020,Eritrea,ERI,Switzerland,CHE,-,-,26,-
2020,Eritrea,ERI,"United States of America",USA,-,-,269,-
2020,Ethiopia,ETH,Australia,AUS,-,-,88,-
2020,Ethiopia,ETH,Canada,CAN,-,-,278,87
2020,Ethiopia,ETH,France,FRA,-,-,16,8
2020,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,6,-
2020,Ethiopia,ETH,Sweden,SWE,-,-,114,-
2020,Ethiopia,ETH,"United States of America",USA,-,-,111,-
2020,Gambia,GMB,"United States of America",USA,-,-,5,-
2020,Palestinian,PSE,Canada,CAN,-,-,62,29
2020,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,8,-
2020,Palestinian,PSE,Germany,DEU,-,-,63,-
2020,Palestinian,PSE,Italy,ITA,-,-,14,-
2020,Palestinian,PSE,"New Zealand",NZL,-,-,16,-
2020,Palestinian,PSE,"United States of America",USA,-,-,6,-
2020,Guatemala,GTM,Australia,AUS,-,-,15,-
2020,Guatemala,GTM,Canada,CAN,-,-,5,35
2020,Guatemala,GTM,"United States of America",USA,-,-,212,-
2020,Honduras,HND,Australia,AUS,-,-,18,-
2020,Honduras,HND,Canada,CAN,-,-,23,75
2020,Honduras,HND,"United States of America",USA,-,-,116,-
2020,"Cote d'Ivoire",CIV,France,FRA,-,-,6,48
2020,"Cote d'Ivoire",CIV,"United States of America",USA,-,-,5,-
2020,India,IND,Australia,AUS,-,-,27,-
2020,Indonesia,IDN,Australia,AUS,-,-,7,-
2020,"Iran (Islamic Rep. of)",IRN,Australia,AUS,-,-,66,-
2020,"Iran (Islamic Rep. of)",IRN,Canada,CAN,-,-,182,99
2020,"Iran (Islamic Rep. of)",IRN,Sweden,SWE,-,-,5,-
2020,"Iran (Islamic Rep. of)",IRN,"United States of America",USA,-,-,141,-
2020,Iraq,IRQ,Australia,AUS,-,-,1814,-
2020,Iraq,IRQ,Canada,CAN,-,-,1272,152
2020,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,17,-
2020,Iraq,IRQ,"Netherlands (Kingdom of the)",NLD,-,-,5,1276
2020,Iraq,IRQ,"New Zealand",NZL,-,-,9,-
2020,Iraq,IRQ,Portugal,PRT,-,-,89,-
2020,Iraq,IRQ,Sweden,SWE,-,-,5,-
2020,Iraq,IRQ,"United States of America",USA,-,-,566,-
2020,Jordan,JOR,Australia,AUS,-,-,51,-
2020,Jordan,JOR,Canada,CAN,-,-,7,16
2020,Kazakhstan,KAZ,"United States of America",USA,-,-,47,-
2020,Kenya,KEN,Australia,AUS,-,-,24,-
2020,Kuwait,KWT,Germany,DEU,-,-,6,-
2020,Liberia,LBR,Canada,CAN,-,-,5,8
2020,Liberia,LBR,"United States of America",USA,-,-,6,-
2020,Lebanon,LBN,Australia,AUS,-,-,28,-
2020,Lebanon,LBN,Canada,CAN,-,-,21,50
2020,Lebanon,LBN,Germany,DEU,-,-,7,-
2020,"Sri Lanka",LKA,Canada,CAN,-,-,19,239
2020,"Sri Lanka",LKA,"United States of America",USA,-,-,40,-
2020,"Rep. of Moldova",MDA,"United States of America",USA,-,-,172,-
2020,Mexico,MEX,Canada,CAN,-,-,5,156
2020,Mali,MLI,Canada,CAN,-,-,17,11
2020,Malaysia,MYS,Australia,AUS,-,-,43,-
2020,Myanmar,MMR,Australia,AUS,-,-,158,-
2020,Myanmar,MMR,Canada,CAN,-,-,22,-
2020,Myanmar,MMR,Germany,DEU,-,-,5,-
2020,Myanmar,MMR,"Rep. of Korea",KOR,-,-,17,-
2020,Myanmar,MMR,"New Zealand",NZL,-,-,87,-
2020,Myanmar,MMR,"United States of America",USA,-,-,1596,-
2020,Nepal,NPL,Australia,AUS,-,-,13,-
2020,Nepal,NPL,"United States of America",USA,-,-,5,-
2020,Nigeria,NGA,Canada,CAN,-,-,18,183
2020,Nigeria,NGA,Sweden,SWE,-,-,5,-
2020,Pakistan,PAK,Australia,AUS,-,-,53,-
2020,Pakistan,PAK,Canada,CAN,-,-,140,366
2020,Pakistan,PAK,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,11,-
2020,Pakistan,PAK,"New Zealand",NZL,-,-,26,-
2020,Pakistan,PAK,"United States of America",USA,-,-,170,-
2020,"Russian Federation",RUS,"United States of America",USA,-,-,177,-
2020,Rwanda,RWA,Canada,CAN,-,-,15,34
2020,Rwanda,RWA,Finland,FIN,-,-,5,-
2020,Rwanda,RWA,"United States of America",USA,-,-,14,-
2020,"El Salvador",SLV,Australia,AUS,-,-,18,-
2020,"El Salvador",SLV,Canada,CAN,-,-,17,53
2020,"El Salvador",SLV,"United States of America",USA,-,-,354,-
2020,"Saudi Arabia",SAU,Australia,AUS,-,-,6,-
2020,Senegal,SEN,"United States of America",USA,-,-,12,-
2020,"Sierra Leone",SLE,"United States of America",USA,-,-,5,-
2020,Somalia,SOM,Australia,AUS,-,-,14,-
2020,Somalia,SOM,Canada,CAN,-,-,518,99
2020,Somalia,SOM,Finland,FIN,-,-,32,-
2020,Somalia,SOM,France,FRA,-,-,19,8
2020,Somalia,SOM,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,32,-
2020,Somalia,SOM,Germany,DEU,-,-,63,-
2020,Somalia,SOM,Italy,ITA,-,-,8,-
2020,Somalia,SOM,Luxembourg,LUX,-,-,10,-
2020,Somalia,SOM,"Netherlands (Kingdom of the)",NLD,-,-,9,1408
2020,Somalia,SOM,"New Zealand",NZL,-,-,14,-
2020,Somalia,SOM,Sweden,SWE,-,-,78,-
2020,Somalia,SOM,"United States of America",USA,-,-,112,-
2020,"Viet Nam",VNM,Canada,CAN,-,-,5,-
2020,"Viet Nam",VNM,"United States of America",USA,-,-,13,-
2020,"South Sudan",SSD,Canada,CAN,-,-,165,-
2020,"South Sudan",SSD,France,FRA,-,-,28,-
2020,"South Sudan",SSD,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,7,-
2020,"South Sudan",SSD,"Netherlands (Kingdom of the)",NLD,-,-,21,-
2020,"South Sudan",SSD,Norway,NOR,-,-,33,-
2020,"South Sudan",SSD,Portugal,PRT,-,-,11,-
2020,"South Sudan",SSD,Sweden,SWE,-,-,274,-
2020,"South Sudan",SSD,"United States of America",USA,-,-,35,-
2020,Stateless,XXA,Canada,CAN,-,-,87,-
2020,Sudan,SDN,Australia,AUS,-,-,70,-
2020,Sudan,SDN,Canada,CAN,-,-,165,7
2020,Sudan,SDN,Finland,FIN,-,-,13,-
2020,Sudan,SDN,France,FRA,-,-,143,50
2020,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,32,-
2020,Sudan,SDN,Italy,ITA,-,-,42,-
2020,Sudan,SDN,"Netherlands (Kingdom of the)",NLD,-,-,82,148
2020,Sudan,SDN,Norway,NOR,-,-,62,-
2020,Sudan,SDN,Portugal,PRT,-,-,11,-
2020,Sudan,SDN,Spain,ESP,-,-,5,-
2020,Sudan,SDN,Sweden,SWE,-,-,456,-
2020,Sudan,SDN,"United States of America",USA,-,-,227,-
2020,"Syrian Arab Rep.",SYR,Australia,AUS,-,-,316,-
2020,"Syrian Arab Rep.",SYR,Belgium,BEL,-,-,176,-
2020,"Syrian Arab Rep.",SYR,Canada,CAN,-,-,3905,238
2020,"Syrian Arab Rep.",SYR,Denmark,DNK,-,-,31,-
2020,"Syrian Arab Rep.",SYR,Finland,FIN,-,-,282,-
2020,"Syrian Arab Rep.",SYR,France,FRA,-,-,803,171
2020,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,662,-
2020,"Syrian Arab Rep.",SYR,Germany,DEU,-,-,1435,-
2020,"Syrian Arab Rep.",SYR,Ireland,IRL,-,-,195,28
2020,"Syrian Arab Rep.",SYR,Italy,ITA,-,-,198,-
2020,"Syrian Arab Rep.",SYR,"Netherlands (Kingdom of the)",NLD,-,-,260,13417
2020,"Syrian Arab Rep.",SYR,Norway,NOR,-,-,993,-
2020,"Syrian Arab Rep.",SYR,"New Zealand",NZL,-,-,60,-
2020,"Syrian Arab Rep.",SYR,Portugal,PRT,-,-,111,-
2020,"Syrian Arab Rep.",SYR,Romania,ROU,-,-,37,-
2020,"Syrian Arab Rep.",SYR,Spain,ESP,-,-,354,-
2020,"Syrian Arab Rep.",SYR,Sweden,SWE,-,-,355,-
2020,"Syrian Arab Rep.",SYR,Switzerland,CHE,-,-,577,-
2020,"Syrian Arab Rep.",SYR,"United States of America",USA,-,-,416,-
2020,"United Rep. of Tanzania",TZA,Australia,AUS,-,-,46,-
2020,"United Rep. of Tanzania",TZA,Canada,CAN,-,-,11,5
2020,Thailand,THA,Australia,AUS,-,-,35,-
2020,Tibetan,TIB,Australia,AUS,-,-,34,-
2020,Türkiye,TUR,Australia,AUS,-,-,17,-
2020,Türkiye,TUR,Canada,CAN,-,-,6,95
2020,Türkiye,TUR,Finland,FIN,-,-,21,-
2020,Türkiye,TUR,Norway,NOR,-,-,13,-
2020,Türkiye,TUR,Sweden,SWE,-,-,49,-
2020,Uganda,UGA,Australia,AUS,-,-,11,-
2020,Uganda,UGA,Canada,CAN,-,-,19,19
2020,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5,-
2020,Uganda,UGA,Sweden,SWE,-,-,6,-
2020,Uganda,UGA,"United States of America",USA,-,-,27,-
2020,"Unknown ",UNK,Australia,AUS,-,-,83,-
2020,"Unknown ",UNK,Finland,FIN,-,-,12,-
2020,"Unknown ",UNK,France,FRA,-,-,17,53
2020,"Unknown ",UNK,"Netherlands (Kingdom of the)",NLD,-,-,27,448
2020,"Unknown ",UNK,Norway,NOR,-,-,28,-
2020,"Unknown ",UNK,Sweden,SWE,-,-,109,-
2020,"Unknown ",UNK,Switzerland,CHE,-,-,8,-
2020,Ukraine,UKR,"United States of America",USA,-,-,1683,-
2020,"United States of America",USA,Canada,CAN,-,-,14,105
2020,Uzbekistan,UZB,"United States of America",USA,-,-,5,-
2020,"Venezuela (Bolivarian Republic of)",VEN,Australia,AUS,-,-,5,-
2020,"Venezuela (Bolivarian Republic of)",VEN,Canada,CAN,-,-,5,55
2020,"Venezuela (Bolivarian Republic of)",VEN,"United States of America",USA,-,-,11,-
2020,Yemen,YEM,Canada,CAN,-,-,47,15
2020,Yemen,YEM,Germany,DEU,-,-,8,-
2020,Yemen,YEM,Sweden,SWE,-,-,21,-
2020,Afghanistan,AFG,Belarus,BLR,-,-,-,9
2020,Afghanistan,AFG,France,FRA,-,-,-,65
2020,Afghanistan,AFG,Ireland,IRL,-,-,-,9
2020,Afghanistan,AFG,Kyrgyzstan,KGZ,-,-,-,11
2020,Afghanistan,AFG,"Netherlands (Kingdom of the)",NLD,-,-,-,860
2020,Afghanistan,AFG,Ukraine,UKR,-,-,-,29
2020,Albania,ALB,Canada,CAN,-,-,-,41
2020,Albania,ALB,France,FRA,-,-,-,21
2020,Albania,ALB,"Netherlands (Kingdom of the)",NLD,-,-,-,7
2020,Algeria,DZA,Canada,CAN,-,-,-,22
2020,Algeria,DZA,France,FRA,-,-,-,36
2020,Algeria,DZA,"Netherlands (Kingdom of the)",NLD,-,-,-,9
2020,Angola,AGO,Canada,CAN,-,-,-,5
2020,Angola,AGO,France,FRA,-,-,-,37
2020,Angola,AGO,"Netherlands (Kingdom of the)",NLD,-,-,-,14
2020,Egypt,EGY,France,FRA,-,-,-,36
2020,Egypt,EGY,"Netherlands (Kingdom of the)",NLD,-,-,-,58
2020,Armenia,ARM,France,FRA,-,-,-,68
2020,Armenia,ARM,"Netherlands (Kingdom of the)",NLD,-,-,-,30
2020,Azerbaijan,AZE,Armenia,ARM,-,-,-,83
2020,Azerbaijan,AZE,France,FRA,-,-,-,60
2020,Azerbaijan,AZE,"Netherlands (Kingdom of the)",NLD,-,-,-,15
2020,Barbados,BRB,Canada,CAN,-,-,-,9
2020,Burundi,BDI,"Cote d'Ivoire",CIV,-,-,-,5
2020,Burundi,BDI,"Netherlands (Kingdom of the)",NLD,-,-,-,19
2020,Bangladesh,BGD,Canada,CAN,-,-,-,51
2020,Bangladesh,BGD,France,FRA,-,-,-,165
2020,Bangladesh,BGD,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2020,Bhutan,BTN,"Netherlands (Kingdom of the)",NLD,-,-,-,15
2020,Belarus,BLR,Canada,CAN,-,-,-,6
2020,Belarus,BLR,France,FRA,-,-,-,10
2020,Belarus,BLR,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2020,Botswana,BWA,Canada,CAN,-,-,-,12
2020,"Bosnia and Herzegovina",BIH,France,FRA,-,-,-,16
2020,"Bosnia and Herzegovina",BIH,Croatia,HRV,-,-,-,5
2020,"Bosnia and Herzegovina",BIH,"Netherlands (Kingdom of the)",NLD,-,-,-,9
2020,Bulgaria,BGR,Canada,CAN,-,-,-,11
2020,Cambodia,KHM,France,FRA,-,-,-,54
2020,Cambodia,KHM,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2020,"Central African Rep.",CAF,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2020,Chad,TCD,Canada,CAN,-,-,-,14
2020,Chad,TCD,France,FRA,-,-,-,15
2020,Chad,TCD,Gabon,GAB,-,-,-,10
2020,China,CHN,Canada,CAN,-,-,-,251
2020,China,CHN,France,FRA,-,-,-,84
2020,China,CHN,Ireland,IRL,-,-,-,6
2020,China,CHN,"Netherlands (Kingdom of the)",NLD,-,-,-,63
2020,Chile,CHL,Canada,CAN,-,-,-,6
2020,Cameroon,CMR,Canada,CAN,-,-,-,79
2020,Cameroon,CMR,France,FRA,-,-,-,23
2020,Cameroon,CMR,"Netherlands (Kingdom of the)",NLD,-,-,-,16
2020,Congo,COG,Canada,CAN,-,-,-,20
2020,Congo,COG,France,FRA,-,-,-,39
2020,Congo,COG,"Netherlands (Kingdom of the)",NLD,-,-,-,97
2020,"Dem. Rep. of the Congo",COD,Ireland,IRL,-,-,-,9
2020,"Dem. Rep. of the Congo",COD,"Netherlands (Kingdom of the)",NLD,-,-,-,52
2020,"Dem. Rep. of the Congo",COD,Rwanda,RWA,-,-,-,26
2020,Comoros,COM,France,FRA,-,-,-,5
2020,Colombia,COL,"Costa Rica",CRI,-,-,-,8
2020,Colombia,COL,France,FRA,-,-,-,6
2020,Colombia,COL,"Netherlands (Kingdom of the)",NLD,-,-,-,19
2020,Cuba,CUB,Canada,CAN,-,-,-,39
2020,Cuba,CUB,France,FRA,-,-,-,5
2020,Czechia,CZE,Canada,CAN,-,-,-,5
2020,Djibouti,DJI,Canada,CAN,-,-,-,26
2020,Ethiopia,ETH,"Netherlands (Kingdom of the)",NLD,-,-,-,157
2020,Gambia,GMB,"Netherlands (Kingdom of the)",NLD,-,-,-,8
2020,Palestinian,PSE,France,FRA,-,-,-,17
2020,Palestinian,PSE,Ireland,IRL,-,-,-,7
2020,"United Kingdom of Great Britain and Northern Ireland",GBR,Canada,CAN,-,-,-,7
2020,Georgia,GEO,Belarus,BLR,-,-,-,5
2020,Georgia,GEO,Canada,CAN,-,-,-,11
2020,Georgia,GEO,France,FRA,-,-,-,24
2020,Georgia,GEO,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2020,Germany,DEU,Canada,CAN,-,-,-,11
2020,Ghana,GHA,Canada,CAN,-,-,-,16
2020,Ghana,GHA,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2020,Guinea-Bissau,GNB,France,FRA,-,-,-,5
2020,Grenada,GRD,Canada,CAN,-,-,-,6
2020,Guinea,GIN,Canada,CAN,-,-,-,14
2020,Guinea,GIN,France,FRA,-,-,-,113
2020,Guinea,GIN,"Netherlands (Kingdom of the)",NLD,-,-,-,99
2020,Guyana,GUY,Canada,CAN,-,-,-,6
2020,Haiti,HTI,Canada,CAN,-,-,-,233
2020,Haiti,HTI,France,FRA,-,-,-,38
2020,Honduras,HND,Mexico,MEX,-,-,-,5
2020,Croatia,HRV,"Bosnia and Herzegovina",BIH,-,-,-,5
2020,Hungary,HUN,Canada,CAN,-,-,-,44
2020,"Cote d'Ivoire",CIV,Canada,CAN,-,-,-,7
2020,"Cote d'Ivoire",CIV,"Netherlands (Kingdom of the)",NLD,-,-,-,35
2020,India,IND,Canada,CAN,-,-,-,92
2020,India,IND,Ireland,IRL,-,-,-,5
2020,Indonesia,IDN,Canada,CAN,-,-,-,8
2020,"Iran (Islamic Rep. of)",IRN,France,FRA,-,-,-,47
2020,"Iran (Islamic Rep. of)",IRN,Ireland,IRL,-,-,-,5
2020,"Iran (Islamic Rep. of)",IRN,"Netherlands (Kingdom of the)",NLD,-,-,-,710
2020,Iraq,IRQ,Bulgaria,BGR,-,-,-,5
2020,Iraq,IRQ,France,FRA,-,-,-,100
2020,Iraq,IRQ,Ireland,IRL,-,-,-,10
2020,Iraq,IRQ,"Rep. of Moldova",MDA,-,-,-,5
2020,Italy,ITA,Canada,CAN,-,-,-,7
2020,Jamaica,JAM,Canada,CAN,-,-,-,58
2020,Jamaica,JAM,"Netherlands (Kingdom of the)",NLD,-,-,-,23
2020,Jordan,JOR,"Netherlands (Kingdom of the)",NLD,-,-,-,34
2020,Kazakhstan,KAZ,Canada,CAN,-,-,-,9
2020,Kenya,KEN,Canada,CAN,-,-,-,36
2020,Kenya,KEN,"Netherlands (Kingdom of the)",NLD,-,-,-,10
2020,"Dem. People's Rep. of Korea",PRK,"Netherlands (Kingdom of the)",NLD,-,-,-,5
2020,Kuwait,KWT,Canada,CAN,-,-,-,16
2020,"Lao People's Dem. Rep.",LAO,France,FRA,-,-,-,37
